PATH,NAME,PATH_QUALTRICS,NUMBER_QUALTRICS,ORIENTATION
https://storage.cloud.google.com/mooney_holistic_complete/,U0280.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0280.bmp,167,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0283.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0283.bmp,168,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0284.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0284.bmp,169,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0286.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0286.bmp,170,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0288.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0288.bmp,171,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0291.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0291.bmp,172,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0292.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0292.bmp,173,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0293.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0293.bmp,174,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0294.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0294.bmp,175,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0295.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0295.bmp,176,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0296.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0296.bmp,177,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0297.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0297.bmp,178,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0298.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0298.bmp,179,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0301.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0301.bmp,180,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0302.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0302.bmp,181,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0304.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0304.bmp,182,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0305.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0305.bmp,183,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0307.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0307.bmp,184,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0309.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0309.bmp,185,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0312.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0312.bmp,186,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0313.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0313.bmp,187,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0314.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0314.bmp,188,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0316.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0316.bmp,189,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0317.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0317.bmp,190,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0319.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0319.bmp,191,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0320.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0320.bmp,192,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0321.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0321.bmp,193,upright
https://storage.cloud.google.com/mooney_holistic_complete/,U0325.bmp,https://storage.cloud.google.com/mooney_holistic_complete/U0325.bmp,194,upright
