PATH,ORIGINAL,PATH_QUALTRICS,,NUMBER_QUALTRICS,IS_TRAP
https://storage.cloud.google.com/gender_mooneys/,U0312.bmp,https://storage.cloud.google.com/gender_mooneys/U0312.bmp,,186,no
https://storage.cloud.google.com/gender_mooneys/,U0313.bmp,https://storage.cloud.google.com/gender_mooneys/U0313.bmp,,187,no
https://storage.cloud.google.com/gender_mooneys/,U0314.bmp,https://storage.cloud.google.com/gender_mooneys/U0314.bmp,,188,no
https://storage.cloud.google.com/gender_mooneys/,U0316.bmp,https://storage.cloud.google.com/gender_mooneys/U0316.bmp,,189,no
https://storage.cloud.google.com/gender_mooneys/,U0317.bmp,https://storage.cloud.google.com/gender_mooneys/U0317.bmp,,190,no
https://storage.cloud.google.com/gender_mooneys/,U0319.bmp,https://storage.cloud.google.com/gender_mooneys/U0319.bmp,,191,no
https://storage.cloud.google.com/gender_mooneys/,U0320.bmp,https://storage.cloud.google.com/gender_mooneys/U0320.bmp,,192,no
https://storage.cloud.google.com/gender_mooneys/,U0321.bmp,https://storage.cloud.google.com/gender_mooneys/U0321.bmp,,193,no
https://storage.cloud.google.com/gender_mooneys/,U0325.bmp,https://storage.cloud.google.com/gender_mooneys/U0325.bmp,,194,no
https://storage.cloud.google.com/gender_mooneys/,U0326.bmp,https://storage.cloud.google.com/gender_mooneys/U0326.bmp,,195,no
https://storage.cloud.google.com/gender_mooneys/,U0328.bmp,https://storage.cloud.google.com/gender_mooneys/U0328.bmp,,196,no
https://storage.cloud.google.com/gender_mooneys/,U0329.bmp,https://storage.cloud.google.com/gender_mooneys/U0329.bmp,,197,no
https://storage.cloud.google.com/gender_mooneys/,U0330.bmp,https://storage.cloud.google.com/gender_mooneys/U0330.bmp,,198,no
https://storage.cloud.google.com/gender_mooneys/,U0331.bmp,https://storage.cloud.google.com/gender_mooneys/U0331.bmp,,199,no
https://storage.cloud.google.com/gender_mooneys/,U0332.bmp,https://storage.cloud.google.com/gender_mooneys/U0332.bmp,,200,no
https://storage.cloud.google.com/gender_mooneys/,U0334.bmp,https://storage.cloud.google.com/gender_mooneys/U0334.bmp,,201,no
https://storage.cloud.google.com/gender_mooneys/,U0335.bmp,https://storage.cloud.google.com/gender_mooneys/U0335.bmp,,202,no
